index,name,num_incoming,num_outgoing,sum_incoming,sum_outgoing,balance,mean_donation,mean_spend,num_unique_donors,mean_donation_per_unique_donor,label,timestamp,url,typ_volieb,samosprava,stranicky_ucet,strana,label_right,vysledok
10,Juraj Petrakovič,23.0,16.0,2623.0,-2558.54,64.46000000000004,114.04347826086956,-159.90875,12.0,218.58333333333334,BA,1669068700.5958312,https://ib.fio.sk/ib/transparent?a=2602158509,miestne,Modra,,nezávislý kandidát,BA,zvolený
11,Igor Polakovič,16.0,12.0,4823.3,-4472.24,351.0600000000004,301.45625,-372.68666666666667,8.0,602.9125,BA,1669068700.602259,https://ib.fio.sk/ib/transparent?a=2502271731,miestne,Bratislava - Lamač,,"Team Bratislava, Progresívne Slovensko, SaS",BA,zvolený
12,Juraj Říha,3.0,13.0,12400.0,-12294.48,105.52000000000044,4133.333333333333,-945.7292307692308,2.0,6200.0,BA,1669068700.613033,https://www.transparentneucty.sk/#/ucet/SK8009000000005193706423,miestne,Malacky,,nezávislý kandidát,BA,zvolený
13,Matej Vagač,124.0,91.0,59159.0,-59107.65000000001,51.34999999999127,477.08870967741933,-649.5346153846154,81.0,730.358024691358,BA,1669068700.6260428,https://ib.fio.sk/ib/transparent?a=2402110543,miestne,Bratislava - Staré Mesto,,"Team Bratislava, Progresívne Slovensko",BA,zvolený
14,Vladimíra Vydrová,28.0,45.0,7850.0,-7560.0199999999995,289.9800000000005,280.35714285714283,-168.00044444444444,22.0,356.8181818181818,BA,1669068700.652599,https://www.transparentneucty.sk/#/ucet/SK1709000000005192842511,miestne,Chorvátsky Grob,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,BA,zvolený
15,Jozef Bednár,9.0,26.0,4044.0,-3925.52,118.48000000000002,449.3333333333333,-150.98153846153846,6.0,674.0,TT,1669068700.666843,https://www.transparentneucty.sk/#/ucet/SK5809000000005194220919,miestne,Šamorín,,nezávislý kandidát,TT,zvolený
16,Peter Bročka,74.0,92.0,36115.0,-35943.98999999999,171.0100000000093,488.0405405405405,-390.6955434782608,33.0,1094.3939393939395,TT,1669068700.700841,https://www.transparentneucty.sk/#/ucet/SK5009000000005143893777,miestne,Trnava,,nezávislý kandidát,TT,zvolený
17,Zdenko Čambal,11.0,61.0,124060.1,-120251.93000000001,3808.1699999999983,11278.19090909091,-1971.3431147540985,3.0,41353.36666666667,TT,1669068700.739062,https://www.transparentneucty.sk/#/ucet/SK6709000000005193137849,miestne,Holíč,,"SNS, SMER - SD, Hlas - sociálna demokracia, SME RODINA",TT,zvolený
18,Zdenko Čambal,11.0,61.0,124060.1,-120251.93000000001,3808.1699999999983,11278.19090909091,-1971.3431147540985,3.0,41353.36666666667,TT,1669068700.739062,https://www.transparentneucty.sk/#/ucet/SK6709000000005193137849,župné,Trnavský samosprávny kraj,,"SNS, SMER - SD, Hlas - sociálna demokracia, SME RODINA",TT,nezvolený
19,Zoltán Hájos,2.0,18.0,6000.0,-4955.66,1044.3400000000001,3000.0,-275.31444444444446,1.0,6000.0,TT,1669068700.747852,https://www.transparentneucty.sk/#/ucet/SK7309000000005193276742,miestne,Dunajská Streda,,SZÖVETSÉG - ALIANCIA,TT,zvolený
20,Peter Jančovič,1.0,15.0,1600.0,-1369.5,230.5,1600.0,-91.3,1.0,1600.0,TT,1669068700.758955,https://www.transparentneucty.sk/#/ucet/SK6509000000005190829479,miestne,Piešťany,,nezávislý kandidát,TT,zvolený
21,Peter Kolek,10.0,19.0,7944.0,-6535.28,1408.7200000000003,794.4,-343.96210526315787,10.0,794.4,TT,1669068700.765545,https://ib.fio.sk/ib/transparent?a=2202198712,miestne,Galanta,,nezávislý kandidát,TT,zvolený
22,Štefan Kubík,4.0,8.0,2070.0,-1073.23,996.77,517.5,-134.15375,3.0,690.0,TT,1669068700.773864,https://www.transparentneucty.sk/#/ucet/SK3509000000005193228150,miestne,Vrbové,,SMER - SD,TT,zvolený
23,Ondrej Kurbel,13.0,58.0,14409.58,-14354.470000000001,55.10999999999876,1108.4292307692308,-247.49086206896553,11.0,1309.9618181818182,TT,1669068700.78236,https://ib.fio.sk/ib/transparent?a=2102203756,miestne,Sereď,,nezávislý kandidát,TT,zvolený
24,Oľga Luptáková,32.0,26.0,8461.0,-8289.23,171.77000000000044,264.40625,-318.81653846153847,29.0,291.7586206896552,TT,1669068700.798075,https://www.transparentneucty.sk/#/ucet/SK3109000000005193879092,miestne,Skalica,,nezávislý kandidát,TT,zvolený
25,Csaba Orosz,21.0,93.0,11300.0,-11223.58,76.42000000000007,538.0952380952381,-120.6836559139785,20.0,565.0,TT,1669068700.814332,https://www.transparentneucty.sk/#/ucet/SK0209000000005190084489,miestne,Šamorín,,SZÖVETSÉG - ALIANCIA,TT,zvolený
26,Leopold Barszcz,5.0,12.0,3400.0,-3244.84,155.15999999999985,680.0,-270.40333333333336,1.0,3400.0,TN,1669068700.8224509,https://www.transparentneucty.sk/#/ucet/SK3309000000005194528083,miestne,Stará Turá,,nezávislý kandidát,TN,zvolený
27,Jaroslav Baška,50.0,27.0,73600.0,-71547.11,2052.8899999999994,1472.0,-2649.892962962963,26.0,2830.769230769231,TN,1669068700.829309,https://ib.fio.sk/ib/transparent?a=2202219296,župné,Trenčiansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK1209000000005191226290,"SMER - SD, Hlas - sociálna demokracia, SME RODINA, SNS",TN,zvolený
28,Jozef Božik,6.0,49.0,4345.9,-4373.9,-28.0,724.3166666666666,-89.26326530612243,3.0,1448.6333333333332,TN,1669068700.8459258,https://www.transparentneucty.sk/#/ucet/SK5009000000005150302373,miestne,Partizánske,,nezávislý kandidát,TN,zvolený
29,Róbert Gašparík,17.0,107.0,23630.0,-23559.170000000002,70.82999999999811,1390.0,-220.1791588785047,8.0,2953.75,TN,1669068700.879394,https://www.transparentneucty.sk/#/ucet/SK1209000000005191869982,miestne,Bánovce nad Bebravou,,"Hlas - sociálna demokracia, SMER - SD",TN,zvolený
30,Silvia Grúberová,21.0,18.0,3600.0,-3517.7,82.30000000000018,171.42857142857142,-195.42777777777778,12.0,300.0,TN,1669068700.894193,https://www.transparentneucty.sk/#/ucet/SK2409000000005192391626,miestne,Handlová,,nezávislý kandidát,TN,zvolený
31,Katarína Heneková,19.0,36.0,10153.0,-10078.63,74.3700000000008,534.3684210526316,-279.96194444444444,13.0,781.0,TN,1669068700.921474,https://www.transparentneucty.sk/#/ucet/SK2309000000005191715748,miestne,Púchov,,nezávislý kandidát,TN,zvolený
32,Karol Janas,6.0,15.0,11461.0,-11451.980000000001,9.019999999998618,1910.1666666666667,-763.4653333333334,1.0,11461.0,TN,1669068700.929677,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7302000000004649337255,miestne,Považská Bystrica,,"Hlas - sociálna demokracia, SMER - SD, SNS",TN,zvolený
33,František Mašlonka,96.0,138.0,20010.0,-19879.870000000003,130.12999999999738,208.4375,-144.05702898550726,26.0,769.6153846153846,TN,1669068700.99337,https://www.transparentneucty.sk/#/ucet/SK7309000000005188127400,miestne,Nové Mesto nad Váhom,,nezávislý kandidát,TN,zvolený
34,Ján Prekop,1.0,6.0,500.0,-308.0,192.0,500.0,-51.333333333333336,1.0,500.0,TN,1669068701.000501,https://www.transparentneucty.sk/#/ucet/SK8109000000005193962582,miestne,Beluša,,nezávislý kandidát,TN,zvolený
35,Richard Rybníček,21.0,19.0,40015.0,-39382.880000000005,632.1199999999953,1905.4761904761904,-2072.783157894737,20.0,2000.75,TN,1669068701.007471,https://ib.fio.sk/ib/transparent?a=2802198281,miestne,Trenčín,,nezávislý kandidát,TN,zvolený
36,Ladislav Smatana,52.0,49.0,8751.0,-8748.96,2.040000000000873,168.28846153846155,-178.55020408163264,42.0,208.35714285714286,TN,1669068701.048417,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004590125951,miestne,Bojnice,,nezávislý kandidát,TN,zvolený
37,Peter Wolf,12.0,27.0,1200.0,-4911.77,-3711.7700000000004,100.0,-181.9174074074074,12.0,100.0,TN,1669068701.062969,https://www.transparentneucty.sk/#/ucet/SK0909000000005147312116,miestne,Dubnica nad Váhom,,nezávislý kandidát,TN,zvolený
38,Branislav Becík,8.0,31.0,74110.0,-70682.78,3427.220000000001,9263.75,-2280.0896774193548,2.0,37055.0,NR,1669068701.0703502,https://ib.fio.sk/ib/transparent?a=2002248826,župné,Nitriansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK2309000000005192332474,Hlas - sociálna demokracia,NR,zvolený
39,Jozef Belický,1.0,24.0,5000.0,-3870.62,1129.38,5000.0,-161.27583333333334,1.0,5000.0,NR,1669068701.080757,https://www.transparentneucty.sk/#/ucet/SK3809000000005194560294,miestne,Šaľa,,nezávislý kandidát,NR,zvolený
40,Marcel Filaga,11.0,10.0,3854.0,-3697.2,156.80000000000018,350.3636363636364,-369.71999999999997,5.0,770.8,NR,1669068701.086924,https://ib.fio.sk/ib/transparent?a=2102246246,miestne,Šurany,,nezávislý kandidát,NR,zvolený
41,Alexandra Gieciová,13.0,31.0,10500.0,-10278.689999999999,221.3100000000013,807.6923076923077,-331.57064516129026,11.0,954.5454545454545,NR,1669068701.1104379,https://www.transparentneucty.sk/#/ucet/SK9309000000005194176639,miestne,Topoľčany,,nezávislý kandidát,NR,zvolený
42,Béla Halász,1.0,3.0,1000.0,-924.0,76.0,1000.0,-308.0,1.0,1000.0,NR,1669068701.1166239,https://ib.fio.sk/ib/transparent?a=2102281009,miestne,Kolárovo,,nezávislý kandidát,NR,zvolený
43,Béla Keszegh,25.0,56.0,13500.14,-14428.25,-928.1100000000006,540.0056,-257.64732142857144,24.0,562.5058333333333,NR,1669068701.144174,https://www.transparentneucty.sk/#/ucet/SK1009000000005192459002,miestne,Komárno,,nezávislý kandidát,NR,zvolený
44,Otokar Klein,18.0,54.0,10762.7,-13087.799999999997,-2325.0999999999967,597.9277777777778,-242.36666666666662,16.0,672.66875,NR,1669068701.156802,https://www.transparentneucty.sk/#/ucet/SK5909000000005151383179,miestne,Nové Zámky,,nezávislý kandidát,NR,zvolený
45,Ján Krtík,24.0,42.0,20142.309999999998,-19940.53,201.77999999999884,839.2629166666666,-474.77452380952377,2.0,10071.154999999999,NR,1669068701.177443,https://www.transparentneucty.sk/#/ucet/SK8809000000005147630018,miestne,Levice,,nezávislý kandidát,NR,zvolený
46,Viktor Németh,41.0,22.0,4785.0,-4731.0199999999995,53.98000000000047,116.70731707317073,-215.04636363636362,34.0,140.73529411764707,NR,1669068701.184722,https://ib.fio.sk/ib/transparent?a=2002281255,miestne,Vráble,,Tím Kraj Nitra,NR,zvolený
47,Stanislav Strieška,2.0,10.0,1005.0,-131.0,874.0,502.5,-13.1,1.0,1005.0,NR,1669068701.194083,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8902000000004647355257,miestne,Žitavce,,Hlas - sociálna demokracia,NR,zvolený
48,Eugen Szabó,7.0,9.0,753.0,-722.5999999999999,30.40000000000009,107.57142857142857,-80.28888888888888,1.0,753.0,NR,1669068701.203017,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6602000000004625114153,miestne,Štúrovo,,nezávislý kandidát,NR,zvolený
49,Pál Zachar,7.0,36.0,6100.0,-6073.179999999999,26.82000000000062,871.4285714285714,-168.69944444444442,1.0,6100.0,NR,1669068701.2173162,https://www.transparentneucty.sk/#/ucet/SK7709000000005193547397,miestne,Šahy,,SZÖVETSÉG - ALIANCIA,NR,zvolený
50,Peter Závodský,4.0,7.0,475.0,-359.0,116.0,118.75,-51.285714285714285,1.0,475.0,NR,1669068701.225587,https://ib.vub.sk/pch/transparentne-ucty?iban=SK5302000000004641602253,miestne,Hurbanovo,,REPUBLIKA,NR,zvolený
51,Ján Blcháč,22.0,18.0,28100.0,-26769.11,1330.8899999999994,1277.2727272727273,-1487.1727777777778,21.0,1338.095238095238,ZA,1669068701.235839,https://www.transparentneucty.sk/#/ucet/SK3209000000005194470774,miestne,Liptovský Mikuláš,,"Hlas - sociálna demokracia, SMER - SD",ZA,zvolený
52,Jozef Cech,2.0,10.0,2900.0,-2602.09,297.90999999999985,1450.0,-260.209,1.0,2900.0,ZA,1669068701.245569,https://www.transparentneucty.sk/#/ucet/SK2109000000005194959561,miestne,Skalité,,"Hlas - sociálna demokracia, SMER - SD, SNS",ZA,zvolený
53,Ján Danko,8.0,42.0,37500.0,-37419.87,80.12999999999738,4687.5,-890.9492857142858,2.0,18750.0,ZA,1669068701.2653031,https://www.transparentneucty.sk/#/ucet/SK6909000000005193466837,miestne,Martin,,nezávislý kandidát,ZA,zvolený
54,Peter Fiabáne,116.0,106.0,90615.0,-90455.0,160.0,781.1637931034483,-853.3490566037735,107.0,846.8691588785047,ZA,1669068701.276147,https://ib.fio.sk/ib/transparent?a=2902148695,miestne,Žilina,,nezávislý kandidát,ZA,zvolený
55,Igor Hus,4.0,27.0,4000.0,-3971.4400000000005,28.55999999999949,1000.0,-147.09037037037038,1.0,4000.0,ZA,1669068701.291698,https://www.transparentneucty.sk/#/ucet/SK4709000000005189491300,miestne,Turčianske Teplice,,nezávislý kandidát,ZA,zvolený
56,Jozef Grapa,3.0,5.0,3650.0,-3515.2,134.80000000000018,1216.6666666666667,-703.04,1.0,3650.0,ZA,1669068701.2994938,https://www.transparentneucty.sk/#/ucet/SK0709000000005194587139,miestne,Krásno nad Kysucou,,nezávislý kandidát,ZA,zvolený
57,Ján Kadera,11.0,45.0,8934.220000000001,-8855.429999999998,78.79000000000269,812.2018181818183,-196.7873333333333,2.0,4467.110000000001,ZA,1669068701.328276,https://ib.vub.sk/pch/transparentne-ucty?iban=SK0402000000004611438851,miestne,Námestovo,,"SMER - SD, Hlas - sociálna demokracia, REPUBLIKA, SNS",ZA,zvolený
58,Ľubomír Kubáň,30.0,75.0,49605.0,-49506.34,98.66000000000349,1653.5,-660.0845333333333,29.0,1710.5172413793102,ZA,1669068701.377553,https://www.transparentneucty.sk/#/ucet/SK2509000000005192670289,miestne,Ružomberok,,nezávislý kandidát,ZA,zvolený
59,Marián Murín,7.0,7.0,11300.0,-11242.0,58.0,1614.2857142857142,-1606.0,4.0,2825.0,ZA,1669068701.385447,https://www.transparentneucty.sk/#/ucet/SK5809000000005194350705,župné,Žilinský samosprávny kraj,,nezávislý kandidát,ZA,
60,Ján Prílepok,3.0,11.0,1700.0,-1279.4099999999999,420.59000000000015,566.6666666666666,-116.30999999999999,1.0,1700.0,ZA,1669068701.393454,https://www.transparentneucty.sk/#/ucet/SK8109000000005193034583,miestne,Dolný Kubín,,nezávislý kandidát,ZA,zvolený
61,Matej Šimášek,8.0,42.0,14474.0,-14432.269999999999,41.73000000000138,1809.25,-343.62547619047615,6.0,2412.3333333333335,ZA,1669068701.41342,https://www.transparentneucty.sk/#/ucet/SK7109000000005194363469,miestne,Čadca,,Hlas - sociálna demokracia,ZA,zvolený
62,Magdaléna Zmarzláková,7.0,8.0,1573.0,-1532.44,40.559999999999945,224.71428571428572,-191.555,1.0,1573.0,ZA,1669068701.419233,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6502000000004632431851,miestne,Trstená,,nezávislý kandidát,ZA,zvolený
63,Attila Agócs,4.0,31.0,3200.0,-4127.2,-927.1999999999998,800.0,-133.13548387096773,1.0,3200.0,BB,1669068701.43168,https://www.transparentneucty.sk/#/ucet/SK2709000000005190115855,miestne,Fiľakovo,,SZÖVETSÉG - ALIANCIA,BB,zvolený
64,Branislav Baran,14.0,19.0,1378.0,-1364.91,13.089999999999918,98.42857142857143,-71.83736842105263,2.0,689.0,BB,1669068701.447724,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8402000000004633005555,miestne,Detva,,nezávislý kandidát,BB,zvolený
65,Július Buchta,16.0,24.0,3731.5800000000004,-3614.26,117.32000000000016,233.22375000000002,-150.59416666666667,13.0,287.04461538461544,BB,1669068701.463994,https://www.transparentneucty.sk/#/ucet/SK2909000000005192010520,miestne,Revúca,,nezávislý kandidát,BB,zvolený
66,Stanislav Horník,3.0,27.0,3105.9,-2326.46,779.44,1035.3,-86.16518518518518,1.0,3105.9,BB,1669068701.473732,https://www.transparentneucty.sk/#/ucet/SK9409000000005147357437,miestne,Hriňová,,nezávislý kandidát,BB,zvolený
67,Branislav Jaďuď,9.0,14.0,4710.0,-4626.0,84.0,523.3333333333334,-330.42857142857144,1.0,4710.0,BB,1669068701.491244,https://www.transparentneucty.sk/#/ucet/SK2109000000005192474421,miestne,Nová Baňa,,"SNS, SMER - SD, Hlas - sociálna demokracia",BB,zvolený
68,Alena Kazimírová,7.0,20.0,4300.0,-4137.469999999999,162.53000000000065,614.2857142857143,-206.87349999999998,4.0,1075.0,BB,1669068701.505644,https://www.transparentneucty.sk/#/ucet/SK9309000000005193929774,miestne,Žarnovica,,nezávislý kandidát,BB,zvolený
69,Ondrej Lunter,89.0,326.0,198184.12,-196389.52,1794.6000000000058,2226.787865168539,-602.4218404907975,72.0,2752.557222222222,BB,1669068701.629774,https://www.transparentneucty.sk/#/ucet/SK9609000000005187590479,župné,Banskobystrický samosprávny kraj,,nezávislý kandidát,BB,zvolený
70,Ján Nosko,47.0,23.0,77853.12,-77566.32,286.79999999998836,1656.4493617021276,-3372.448695652174,45.0,1730.0693333333331,BB,1669068701.649916,https://www.transparentneucty.sk/#/ucet/SK5709000000005192743142,miestne,Banská Bystrica,,nezávislý kandidát,BB,zvolený
71,Alexandra Pivková,34.0,60.0,25378.0,-24614.44,763.5600000000013,746.4117647058823,-410.24066666666664,24.0,1057.4166666666667,BB,1669068701.658957,https://ib.fio.sk/ib/transparent?a=2902266544,miestne,Lučenec,,"ZA ĽUDÍ, SaS, NOVA, SME RODINA, SZÖVETSÉG - ALIANCIA",BB,zvolený
72,Peter Sitor,6.0,19.0,3300.0,-3131.58,168.42000000000007,550.0,-164.82,1.0,3300.0,BB,1669068701.670035,https://www.transparentneucty.sk/#/ucet/SK6109000000005191998207,miestne,Poltár,,nezávislý kandidát,BB,zvolený
73,Anton Danko,12.0,15.0,43529.22,-38895.770000000004,4633.449999999997,3627.435,-2593.051333333334,4.0,10882.305,PO,1669068701.6814249,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6102000000004615514153,miestne,Poprad,,nezávislý kandidát,PO,zvolený
74,Peter Duda,13.0,15.0,1770.0,-1970.0,-200.0,136.15384615384616,-131.33333333333334,13.0,136.15384615384616,PO,1669068701.690149,https://www.transparentneucty.sk/#/ucet/SK3109000000005192199343,miestne,Veľká Lomnica,,nezávislý kandidát,PO,zvolený
75,Vladimír Jánošík,13.0,18.0,3890.0,-3781.58,108.42000000000007,299.2307692307692,-210.08777777777777,11.0,353.6363636363636,PO,1669068701.7040682,https://www.transparentneucty.sk/#/ucet/SK5909000000005194133698,miestne,Lipany,,"Hlas - sociálna demokracia, SMER - SD",PO,zvolený
76,Miroslav Koščák,12.0,16.0,1126.22,-1123.4099999999999,2.810000000000173,93.85166666666667,-70.21312499999999,2.0,563.11,PO,1669068701.715818,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004620401858,miestne,Lendak,,nezávislý kandidát,PO,zvolený
77,Michal Repaský,8.0,38.0,20023.0,-19787.54,235.45999999999913,2502.875,-520.7247368421052,2.0,10011.5,PO,1669068701.73555,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3102000000004633030953,miestne,Sabinov,,nezávislý kandidát,PO,zvolený
78,Vladislav Višňovský,4.0,8.0,2011.0,-1829.0,182.0,502.75,-228.625,1.0,2011.0,PO,1669068701.743482,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004653169258,miestne,Medzilaborce,,"Hlas - sociálna demokracia, SMER - SD",PO,zvolený
79,Peter Vološin,4.0,22.0,4005.0,-3782.99,222.01000000000022,1001.25,-171.9540909090909,1.0,4005.0,PO,1669068701.760384,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004637418859,miestne,Snina,,KDH,PO,zvolený
80,Dominik Babušík,4.0,9.0,2700.0,-2621.55,78.44999999999982,675.0,-291.28333333333336,1.0,2700.0,KE,1669068701.7702348,https://www.transparentneucty.sk/#/ucet/SK3409000000005193407618,miestne,Košice - Dargovských hrdinov,,nezávislý kandidát,KE,zvolený
81,Igor Petrovčik,27.0,61.0,16855.22,-16426.01,429.21000000000276,624.2674074074074,-269.2788524590164,17.0,991.4835294117647,KE,1669068701.816434,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8902000000004643669451,miestne,Košice - Staré Mesto,,"STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI, SME RODINA, SZÖVETSÉG - ALIANCIA",KE,zvolený
82,Jaroslav Polaček,96.0,123.0,141725.9,-165962.31,-24236.410000000003,1476.3114583333333,-1349.2870731707317,67.0,2115.3119402985076,KE,1669068701.8990378,https://www.transparentneucty.sk/#/ucet/SK7609000000005144413229,miestne,Košice,,"KDH, SaS, SME RODINA, NOVA, SZÖVETSÉG - ALIANCIA, SRK, DOBRÁ VOĽBA a Umiernení, OĽANO-NOVA-KÚ-ZMENA ZDOLA",KE,zvolený
83,Marcel Šaňa,9.0,19.0,2550.0,-2479.16,70.84000000000015,283.3333333333333,-130.48210526315788,4.0,637.5,KE,1669068701.909132,https://www.transparentneucty.sk/#/ucet/SK8509000000005191855767,miestne,Košice - Luník IX,,SRK,KE,zvolený
84,Rastislav Trnka,136.0,12.0,236542.0,-235501.36,1040.640000000014,1739.2794117647059,-19625.11333333333,119.0,1987.7478991596638,KE,1669068701.9272268,https://www.transparentneucty.sk/#/ucet/SK2109000000005191142708,župné,Košický samosprávny kraj,,"KDH, SZÖVETSÉG - ALIANCIA, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI, ŠANCA, DS",KE,zvolený
85,Marcel Vrchota,18.0,26.0,10865.25,-10049.38,815.8700000000008,603.625,-386.51461538461535,14.0,776.0892857142857,KE,1669068701.943211,https://www.transparentneucty.sk/#/ucet/SK4409000000005194161613,miestne,Košice - Západ,,"SaS, Progresívne Slovensko, ZA ĽUDÍ, SZÖVETSÉG - ALIANCIA, OĽANO-NOVA-KÚ-ZMENA ZDOLA",KE,zvolený
86,Matúš Vallo,1372.0,376.0,264474.29000000004,-264003.66,470.63000000006286,192.7655174927114,-702.1373936170212,1245.0,212.42914859437755,BA,1669068703.0927172,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,miestne,Bratislava,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,"Team Bratislava, Progresívne Slovensko, SaS",BA,zvolený
87,Marek Hattas,83.0,107.0,43989.99,-43680.280000000006,309.70999999999185,529.9998795180722,-408.2269158878505,67.0,656.5670149253731,NR,1669068703.191415,https://www.transparentneucty.sk/?1/#/ucet/SK9609000000005194268541,miestne,Nitra,https://www.transparentneucty.sk/?1/#/ucet/SK9609000000005194268541,Tím Kraj Nitra,NR,zvolený
88,František Oľha,42.0,40.0,38463.0,-38177.07,285.9300000000003,915.7857142857143,-954.42675,26.0,1479.3461538461538,PO,1669068703.199111,https://ib.fio.sk/ib/transparent?a=2901493956,miestne,Prešov,,"SaS, Progresívne Slovensko, SPOLU, DS, ŠANCA, ODS - Občianski demokrati Slovenska, DOBRÁ VOĽBA a Umiernení",PO,zvolený
89,Martin Červenka,52.0,43.0,95853.71,-94581.09000000001,1272.6199999999953,1843.3405769230772,-2199.56023255814,40.0,2396.3427500000003,TT,1669068703.232728,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3302000000004596324759,župné,Trnavský samosprávny kraj,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,TT,nezvolený
90,Vladimír Maňka,2.0,19.0,13000.0,-17506.9,-4506.9000000000015,6500.0,-921.4157894736843,1.0,13000.0,BB,1669068703.24352,https://www.transparentneucty.sk/#/ucet/SK0209000000005191664522,miestne,Zvolen,,nezávislý kandidát,BB,zvolený
91,Miroslav Turenič,1.0,13.0,500.0,-1337.3600000000001,-837.3600000000001,500.0,-102.87384615384616,1.0,500.0,BA,1669068703.253938,https://www.transparentneucty.sk/#/ucet/SK7209000000005186454459,miestne,Bernolákovo,,nezávislý kandidát,BA,zvolený
92,Zoltán Horváth,2.0,9.0,10000.0,-7661.28,2338.7200000000003,5000.0,-851.2533333333333,2.0,5000.0,TT,1669068703.262899,https://www.transparentneucty.sk/#/ucet/SK8609000000005195037446,miestne,Dunajská Streda,,nezávislý kandidát,TT,zvolený
93,Viktor Wiedermann,0.0,5.0,0.0,-154.75,-154.75,-1.0,-30.95,0.0,-1.0,TN,1669068703.26855,https://www.transparentneucty.sk/#/ucet/SK7709000000005195214051,miestne,Ilava,,DOBRÁ VOĽBA a Umiernení,TN,zvolený
