index,name,num_incoming,num_outgoing,sum_incoming,sum_outgoing,balance,mean_donation,mean_spend,num_unique_donors,mean_donation_per_unique_donor,label,timestamp,url,typ_volieb,samosprava,stranicky_ucet,strana,label_right,vysledok
22,Štefan Kubík,4.0,8.0,2070.0,-1073.23,996.77,517.5,-134.15375,3.0,690.0,TT,1667384445.858377,https://www.transparentneucty.sk/#/ucet/SK3509000000005193228150,miestne,Vrbové,,SMER - SD,TT,zvolený
23,Ondrej Kurbel,13.0,58.0,14409.58,-14354.470000000001,55.10999999999876,1108.4292307692308,-247.49086206896553,11.0,1309.9618181818182,TT,1667384445.870212,https://ib.fio.sk/ib/transparent?a=2102203756,miestne,Sereď,,nezávislý kandidát,TT,zvolený
24,Oľga Luptáková,32.0,25.0,8461.0,-8264.14,196.86000000000058,264.40625,-330.56559999999996,29.0,291.7586206896552,TT,1667384445.891138,https://www.transparentneucty.sk/#/ucet/SK3109000000005193879092,miestne,Skalica,,nezávislý kandidát,TT,zvolený
25,Csaba Orosz,21.0,85.0,11300.0,-10221.39,1078.6100000000006,538.0952380952381,-120.25164705882352,20.0,565.0,TT,1667384445.911942,https://www.transparentneucty.sk/#/ucet/SK0209000000005190084489,miestne,Šamorín,,SZÖVETSÉG - ALIANCIA,TT,zvolený
26,Leopold Barszcz,5.0,12.0,3400.0,-3244.84,155.15999999999985,680.0,-270.40333333333336,1.0,3400.0,TN,1667384445.920866,https://www.transparentneucty.sk/#/ucet/SK3309000000005194528083,miestne,Stará Turá,,nezávislý kandidát,TN,zvolený
27,Jaroslav Baška,50.0,27.0,73600.0,-71547.11,2052.8899999999994,1472.0,-2649.892962962963,26.0,2830.769230769231,TN,1667384445.928302,https://ib.fio.sk/ib/transparent?a=2202219296,župné,Trenčiansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK1209000000005191226290,"SMER - SD, Hlas - sociálna demokracia, SME RODINA, SNS",TN,zvolený
28,Jozef Božik,6.0,49.0,4345.9,-4373.9,-28.0,724.3166666666666,-89.26326530612243,3.0,1448.6333333333332,TN,1667384445.951561,https://www.transparentneucty.sk/#/ucet/SK5009000000005150302373,miestne,Partizánske,,nezávislý kandidát,TN,zvolený
29,Róbert Gašparík,17.0,106.0,23630.0,-22559.170000000002,1070.829999999998,1390.0,-212.82235849056605,8.0,2953.75,TN,1667384445.992935,https://www.transparentneucty.sk/#/ucet/SK1209000000005191869982,miestne,Bánovce nad Bebravou,,"Hlas - sociálna demokracia, SMER - SD",TN,zvolený
30,Silvia Grúberová,21.0,18.0,3600.0,-3517.7,82.30000000000018,171.42857142857142,-195.42777777777778,12.0,300.0,TN,1667384446.0148711,https://www.transparentneucty.sk/#/ucet/SK2409000000005192391626,miestne,Handlová,,nezávislý kandidát,TN,zvolený
31,Katarína Heneková,19.0,33.0,10153.0,-9468.84,684.1599999999999,534.3684210526316,-286.93454545454546,13.0,781.0,TN,1667384446.0482519,https://www.transparentneucty.sk/#/ucet/SK2309000000005191715748,miestne,Púchov,,nezávislý kandidát,TN,zvolený
32,Karol Janas,5.0,9.0,7561.0,-6732.470000000001,828.5299999999988,1512.2,-748.0522222222223,1.0,7561.0,TN,1667384446.0563252,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7302000000004649337255,miestne,Považská Bystrica,,"Hlas - sociálna demokracia, SMER - SD, SNS",TN,zvolený
33,František Mašlonka,92.0,128.0,17920.0,-17605.67,314.33000000000175,194.7826086956522,-137.544296875,26.0,689.2307692307693,TN,1667384446.130621,https://www.transparentneucty.sk/#/ucet/SK7309000000005188127400,miestne,Nové Mesto nad Váhom,,nezávislý kandidát,TN,zvolený
34,Ján Prekop,1.0,6.0,500.0,-308.0,192.0,500.0,-51.333333333333336,1.0,500.0,TN,1667384446.144605,https://www.transparentneucty.sk/#/ucet/SK8109000000005193962582,miestne,Beluša,,nezávislý kandidát,TN,zvolený
35,Richard Rybníček,21.0,19.0,40015.0,-39382.880000000005,632.1199999999953,1905.4761904761904,-2072.783157894737,20.0,2000.75,TN,1667384446.15239,https://ib.fio.sk/ib/transparent?a=2802198281,miestne,Trenčín,,nezávislý kandidát,TN,zvolený
36,Ladislav Smatana,52.0,48.0,8751.0,-8468.96,282.0400000000009,168.28846153846155,-176.43666666666664,42.0,208.35714285714286,TN,1667384446.203723,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004590125951,miestne,Bojnice,,nezávislý kandidát,TN,zvolený
37,Peter Wolf,12.0,25.0,1200.0,-4670.77,-3470.7700000000004,100.0,-186.8308,12.0,100.0,TN,1667384446.222155,https://www.transparentneucty.sk/#/ucet/SK0909000000005147312116,miestne,Dubnica nad Váhom,,nezávislý kandidát,TN,zvolený
38,Branislav Becík,5.0,18.0,51750.0,-51338.56999999999,411.43000000000757,10350.0,-2852.142777777777,1.0,51750.0,NR,1667384446.2293708,https://ib.fio.sk/ib/transparent?a=2002248826,župné,Nitriansky samosprávny kraj,https://www.transparentneucty.sk/#/ucet/SK2309000000005192332474,Hlas - sociálna demokracia,NR,zvolený
39,Jozef Belický,1.0,22.0,5000.0,-3811.0,1189.0,5000.0,-173.22727272727272,1.0,5000.0,NR,1667384446.2486231,https://www.transparentneucty.sk/#/ucet/SK3809000000005194560294,miestne,Šaľa,,nezávislý kandidát,NR,zvolený
40,Marcel Filaga,11.0,10.0,3854.0,-3697.2,156.80000000000018,350.3636363636364,-369.71999999999997,5.0,770.8,NR,1667384446.257855,https://ib.fio.sk/ib/transparent?a=2102246246,miestne,Šurany,,nezávislý kandidát,NR,zvolený
41,Alexandra Gieciová,13.0,31.0,10500.0,-10278.689999999999,221.3100000000013,807.6923076923077,-331.57064516129026,11.0,954.5454545454545,NR,1667384446.29523,https://www.transparentneucty.sk/#/ucet/SK9309000000005194176639,miestne,Topoľčany,,nezávislý kandidát,NR,zvolený
42,Béla Halász,1.0,2.0,1000.0,-754.0,246.0,1000.0,-377.0,1.0,1000.0,NR,1667384446.307692,https://ib.fio.sk/ib/transparent?a=2102281009,miestne,Kolárovo,,nezávislý kandidát,NR,zvolený
43,Béla Keszegh,25.0,54.0,13500.14,-14228.05,-727.9099999999999,540.0056,-263.4824074074074,24.0,562.5058333333333,NR,1667384446.340684,https://www.transparentneucty.sk/#/ucet/SK1009000000005192459002,miestne,Komárno,,nezávislý kandidát,NR,zvolený
44,Otokar Klein,18.0,54.0,10762.7,-13087.799999999997,-2325.0999999999967,597.9277777777778,-242.36666666666662,16.0,672.66875,NR,1667384446.356578,https://www.transparentneucty.sk/#/ucet/SK5909000000005151383179,miestne,Nové Zámky,,nezávislý kandidát,NR,zvolený
45,Ján Krtík,24.0,42.0,20142.309999999998,-19940.53,201.77999999999884,839.2629166666666,-474.77452380952377,2.0,10071.154999999999,NR,1667384446.38501,https://www.transparentneucty.sk/#/ucet/SK8809000000005147630018,miestne,Levice,,nezávislý kandidát,NR,zvolený
46,Viktor Németh,41.0,21.0,4785.0,-4718.0199999999995,66.98000000000047,116.70731707317073,-224.667619047619,34.0,140.73529411764707,NR,1667384446.392768,https://ib.fio.sk/ib/transparent?a=2002281255,miestne,Vráble,,Tím Kraj Nitra,NR,zvolený
47,Stanislav Strieška,2.0,9.0,1005.0,-116.0,889.0,502.5,-12.88888888888889,1.0,1005.0,NR,1667384446.405369,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8902000000004647355257,miestne,Žitavce,,Hlas - sociálna demokracia,NR,zvolený
48,Eugen Szabó,7.0,9.0,753.0,-722.5999999999999,30.40000000000009,107.57142857142857,-80.28888888888888,1.0,753.0,NR,1667384446.4188411,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6602000000004625114153,miestne,Štúrovo,,nezávislý kandidát,NR,zvolený
49,Pál Zachar,7.0,36.0,6100.0,-6073.179999999999,26.82000000000062,871.4285714285714,-168.69944444444442,1.0,6100.0,NR,1667384446.437419,https://www.transparentneucty.sk/#/ucet/SK7709000000005193547397,miestne,Šahy,,SZÖVETSÉG - ALIANCIA,NR,zvolený
50,Peter Závodský,4.0,7.0,475.0,-359.0,116.0,118.75,-51.285714285714285,1.0,475.0,NR,1667384446.450001,https://ib.vub.sk/pch/transparentne-ucty?iban=SK5302000000004641602253,miestne,Hurbanovo,,REPUBLIKA,NR,zvolený
51,Ján Blcháč,21.0,16.0,28000.0,-26667.019999999997,1332.9800000000032,1333.3333333333333,-1666.6887499999998,20.0,1400.0,ZA,1667384446.46012,https://www.transparentneucty.sk/#/ucet/SK3209000000005194470774,miestne,Liptovský Mikuláš,,"Hlas - sociálna demokracia, SMER - SD",ZA,zvolený
52,Jozef Cech,2.0,10.0,2900.0,-2602.09,297.90999999999985,1450.0,-260.209,1.0,2900.0,ZA,1667384446.4766521,https://www.transparentneucty.sk/#/ucet/SK2109000000005194959561,miestne,Skalité,,"Hlas - sociálna demokracia, SMER - SD, SNS",ZA,zvolený
53,Ján Danko,8.0,42.0,37500.0,-37419.87,80.12999999999738,4687.5,-890.9492857142858,2.0,18750.0,ZA,1667384446.498223,https://www.transparentneucty.sk/#/ucet/SK6909000000005193466837,miestne,Martin,,nezávislý kandidát,ZA,zvolený
54,Peter Fiabáne,114.0,95.0,76315.0,-76209.86,105.13999999999942,669.4298245614035,-802.209052631579,107.0,713.2242990654206,ZA,1667384446.514337,https://ib.fio.sk/ib/transparent?a=2902148695,miestne,Žilina,,nezávislý kandidát,ZA,zvolený
55,Igor Hus,4.0,27.0,4000.0,-3971.4400000000005,28.55999999999949,1000.0,-147.09037037037038,1.0,4000.0,ZA,1667384446.5321689,https://www.transparentneucty.sk/#/ucet/SK4709000000005189491300,miestne,Turčianske Teplice,,nezávislý kandidát,ZA,zvolený
56,Jozef Grapa,3.0,5.0,3650.0,-3515.2,134.80000000000018,1216.6666666666667,-703.04,1.0,3650.0,ZA,1667384446.5462668,https://www.transparentneucty.sk/#/ucet/SK0709000000005194587139,miestne,Krásno nad Kysucou,,nezávislý kandidát,ZA,zvolený
57,Ján Kadera,11.0,43.0,8934.220000000001,-7908.45,1025.7700000000013,812.2018181818183,-183.91744186046512,2.0,4467.110000000001,ZA,1667384446.582936,https://ib.vub.sk/pch/transparentne-ucty?iban=SK0402000000004611438851,miestne,Námestovo,,"SMER - SD, Hlas - sociálna demokracia, REPUBLIKA, SNS",ZA,zvolený
58,Ľubomír Kubáň,30.0,73.0,49605.0,-44511.340000000004,5093.659999999996,1653.5,-609.7443835616439,29.0,1710.5172413793102,ZA,1667384446.643244,https://www.transparentneucty.sk/#/ucet/SK2509000000005192670289,miestne,Ružomberok,,nezávislý kandidát,ZA,zvolený
59,Marián Murín,7.0,7.0,11300.0,-11242.0,58.0,1614.2857142857142,-1606.0,4.0,2825.0,ZA,1667384446.652842,https://www.transparentneucty.sk/#/ucet/SK5809000000005194350705,župné,Žilinský samosprávny kraj,,nezávislý kandidát,ZA,
60,Ján Prílepok,3.0,11.0,1700.0,-1279.4099999999999,420.59000000000015,566.6666666666666,-116.30999999999999,1.0,1700.0,ZA,1667384446.661536,https://www.transparentneucty.sk/#/ucet/SK8109000000005193034583,miestne,Dolný Kubín,,nezávislý kandidát,ZA,zvolený
61,Matej Šimášek,7.0,41.0,13124.0,-14421.76,-1297.7600000000002,1874.857142857143,-351.750243902439,6.0,2187.3333333333335,ZA,1667384446.68897,https://www.transparentneucty.sk/#/ucet/SK7109000000005194363469,miestne,Čadca,,Hlas - sociálna demokracia,ZA,zvolený
62,Magdaléna Zmarzláková,7.0,8.0,1573.0,-1532.44,40.559999999999945,224.71428571428572,-191.555,1.0,1573.0,ZA,1667384446.695405,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6502000000004632431851,miestne,Trstená,,nezávislý kandidát,ZA,zvolený
63,Attila Agócs,4.0,31.0,3200.0,-4127.2,-927.1999999999998,800.0,-133.13548387096773,1.0,3200.0,BB,1667384446.715229,https://www.transparentneucty.sk/#/ucet/SK2709000000005190115855,miestne,Fiľakovo,,SZÖVETSÉG - ALIANCIA,BB,zvolený
64,Branislav Baran,14.0,19.0,1378.0,-1364.91,13.089999999999918,98.42857142857143,-71.83736842105263,2.0,689.0,BB,1667384446.733034,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8402000000004633005555,miestne,Detva,,nezávislý kandidát,BB,zvolený
65,Július Buchta,15.0,22.0,3131.5800000000004,-3027.5,104.08000000000038,208.77200000000002,-137.61363636363637,13.0,240.89076923076925,BB,1667384446.7536461,https://www.transparentneucty.sk/#/ucet/SK2909000000005192010520,miestne,Revúca,,nezávislý kandidát,BB,zvolený
66,Stanislav Horník,3.0,27.0,3105.9,-2326.46,779.44,1035.3,-86.16518518518518,1.0,3105.9,BB,1667384446.764221,https://www.transparentneucty.sk/#/ucet/SK9409000000005147357437,miestne,Hriňová,,nezávislý kandidát,BB,zvolený
67,Branislav Jaďuď,9.0,14.0,4710.0,-4626.0,84.0,523.3333333333334,-330.42857142857144,1.0,4710.0,BB,1667384446.788256,https://www.transparentneucty.sk/#/ucet/SK2109000000005192474421,miestne,Nová Baňa,,"SNS, SMER - SD, Hlas - sociálna demokracia",BB,zvolený
68,Alena Kazimírová,7.0,20.0,4300.0,-4137.469999999999,162.53000000000065,614.2857142857143,-206.87349999999998,4.0,1075.0,BB,1667384446.809155,https://www.transparentneucty.sk/#/ucet/SK9309000000005193929774,miestne,Žarnovica,,nezávislý kandidát,BB,zvolený
69,Ondrej Lunter,89.0,314.0,198184.12,-192819.81,5364.309999999998,2226.787865168539,-614.0758280254777,72.0,2752.557222222222,BB,1667384446.960191,https://www.transparentneucty.sk/#/ucet/SK9609000000005187590479,župné,Banskobystrický samosprávny kraj,,nezávislý kandidát,BB,zvolený
70,Ján Nosko,47.0,22.0,77853.12,-75315.6,2537.5199999999895,1656.4493617021276,-3423.4363636363637,45.0,1730.0693333333331,BB,1667384446.986767,https://www.transparentneucty.sk/#/ucet/SK5709000000005192743142,miestne,Banská Bystrica,,nezávislý kandidát,BB,zvolený
71,Alexandra Pivková,34.0,59.0,25378.0,-24224.44,1153.5600000000013,746.4117647058823,-410.5837288135593,24.0,1057.4166666666667,BB,1667384446.996098,https://ib.fio.sk/ib/transparent?a=2902266544,miestne,Lučenec,,"ZA ĽUDÍ, SaS, NOVA, SME RODINA, SZÖVETSÉG - ALIANCIA",BB,zvolený
72,Peter Sitor,6.0,19.0,3300.0,-3131.58,168.42000000000007,550.0,-164.82,1.0,3300.0,BB,1667384447.014457,https://www.transparentneucty.sk/#/ucet/SK6109000000005191998207,miestne,Poltár,,nezávislý kandidát,BB,zvolený
73,Anton Danko,12.0,14.0,43529.22,-24075.770000000004,19453.449999999997,3627.435,-1719.6978571428574,4.0,10882.305,PO,1667384447.026253,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6102000000004615514153,miestne,Poprad,,nezávislý kandidát,PO,zvolený
74,Peter Duda,13.0,13.0,1770.0,-1613.84,156.16000000000008,136.15384615384616,-124.14153846153846,13.0,136.15384615384616,PO,1667384447.0406342,https://www.transparentneucty.sk/#/ucet/SK3109000000005192199343,miestne,Veľká Lomnica,,nezávislý kandidát,PO,zvolený
75,Vladimír Jánošík,13.0,17.0,3890.0,-3775.34,114.65999999999985,299.2307692307692,-222.07882352941178,11.0,353.6363636363636,PO,1667384447.056843,https://www.transparentneucty.sk/#/ucet/SK5909000000005194133698,miestne,Lipany,,"Hlas - sociálna demokracia, SMER - SD",PO,zvolený
76,Miroslav Koščák,12.0,16.0,1126.22,-1123.4099999999999,2.810000000000173,93.85166666666667,-70.21312499999999,2.0,563.11,PO,1667384447.074135,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004620401858,miestne,Lendak,,nezávislý kandidát,PO,zvolený
77,Michal Repaský,8.0,38.0,20023.0,-19787.54,235.45999999999913,2502.875,-520.7247368421052,2.0,10011.5,PO,1667384447.097286,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3102000000004633030953,miestne,Sabinov,,nezávislý kandidát,PO,zvolený
78,Vladislav Višňovský,4.0,8.0,2011.0,-1829.0,182.0,502.75,-228.625,1.0,2011.0,PO,1667384447.111847,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004653169258,miestne,Medzilaborce,,"Hlas - sociálna demokracia, SMER - SD",PO,zvolený
79,Peter Vološin,4.0,21.0,4005.0,-3731.0,274.0,1001.25,-177.66666666666666,1.0,4005.0,PO,1667384447.13027,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004637418859,miestne,Snina,,KDH,PO,zvolený
80,Dominik Babušík,4.0,9.0,2700.0,-2621.55,78.44999999999982,675.0,-291.28333333333336,1.0,2700.0,KE,1667384447.147101,https://www.transparentneucty.sk/#/ucet/SK3409000000005193407618,miestne,Košice - Dargovských hrdinov,,nezávislý kandidát,KE,zvolený
81,Igor Petrovčik,26.0,53.0,14055.22,-12016.43,2038.789999999999,540.5853846153846,-226.72509433962264,17.0,826.7776470588235,KE,1667384447.1976588,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8902000000004643669451,miestne,Košice - Staré Mesto,,"STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI, SME RODINA, SZÖVETSÉG - ALIANCIA",KE,zvolený
82,Jaroslav Polaček,97.0,120.0,142225.9,-163870.26,-21644.360000000015,1466.2463917525772,-1365.5855000000001,69.0,2061.244927536232,KE,1667384447.29427,https://www.transparentneucty.sk/#/ucet/SK7609000000005144413229,miestne,Košice,,"KDH, SaS, SME RODINA, NOVA, SZÖVETSÉG - ALIANCIA, SRK, DOBRÁ VOĽBA a Umiernení, OĽANO-NOVA-KÚ-ZMENA ZDOLA",KE,zvolený
83,Marcel Šaňa,9.0,19.0,2550.0,-2479.16,70.84000000000015,283.3333333333333,-130.48210526315788,4.0,637.5,KE,1667384447.310344,https://www.transparentneucty.sk/#/ucet/SK8509000000005191855767,miestne,Košice - Luník IX,,SRK,KE,zvolený
84,Rastislav Trnka,136.0,10.0,236542.0,-127742.04999999999,108799.95000000001,1739.2794117647059,-12774.204999999998,119.0,1987.7478991596638,KE,1667384447.327471,https://www.transparentneucty.sk/#/ucet/SK2109000000005191142708,župné,Košický samosprávny kraj,,"KDH, SZÖVETSÉG - ALIANCIA, STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI, ŠANCA, DS",KE,zvolený
85,Marcel Vrchota,18.0,26.0,10865.25,-10049.38,815.8700000000008,603.625,-386.51461538461535,14.0,776.0892857142857,KE,1667384447.3513181,https://www.transparentneucty.sk/#/ucet/SK4409000000005194161613,miestne,Košice - Západ,,"SaS, Progresívne Slovensko, ZA ĽUDÍ, SZÖVETSÉG - ALIANCIA, OĽANO-NOVA-KÚ-ZMENA ZDOLA",KE,zvolený
86,Matúš Vallo,1372.0,364.0,264474.29000000004,-204412.12,60062.17000000004,192.7655174927114,-561.5717582417582,1245.0,212.42914859437755,BA,1667384448.701521,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,miestne,Bratislava,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,"Team Bratislava, Progresívne Slovensko, SaS",BA,zvolený
87,Marek Hattas,83.0,101.0,43989.99,-33731.28,10258.71,529.9998795180722,-333.97306930693065,67.0,656.5670149253731,NR,1667384448.823158,https://www.transparentneucty.sk/?1/#/ucet/SK9609000000005194268541,miestne,Nitra,https://www.transparentneucty.sk/?1/#/ucet/SK9609000000005194268541,Tím Kraj Nitra,NR,zvolený
88,František Oľha,42.0,40.0,38463.0,-38177.07,285.9300000000003,915.7857142857143,-954.42675,26.0,1479.3461538461538,PO,1667384448.831705,https://ib.fio.sk/ib/transparent?a=2901493956,miestne,Prešov,,"SaS, Progresívne Slovensko, SPOLU, DS, ŠANCA, ODS - Občianski demokrati Slovenska, DOBRÁ VOĽBA a Umiernení",PO,zvolený
89,Martin Červenka,52.0,38.0,95853.71,-92615.09000000003,3238.619999999981,1843.3405769230772,-2437.2392105263166,40.0,2396.3427500000003,TT,1667384448.875155,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3302000000004596324759,župné,Trnavský samosprávny kraj,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,TT,zvolený
90,Vladimír Maňka,2.0,18.0,13000.0,-4370.300000000001,8629.699999999999,6500.0,-242.7944444444445,1.0,13000.0,BB,1667384448.887216,https://www.transparentneucty.sk/#/ucet/SK0209000000005191664522,miestne,Zvolen,,nezávislý kandidát,BB,zvolený
91,Miroslav Turenič,1.0,13.0,500.0,-1337.3600000000001,-837.3600000000001,500.0,-102.87384615384616,1.0,500.0,BA,1667384448.900486,https://www.transparentneucty.sk/#/ucet/SK7209000000005186454459,miestne,Bernolákovo,,nezávislý kandidát,BA,zvolený
92,Zoltán Horváth,2.0,6.0,10000.0,-5823.2,4176.8,5000.0,-970.5333333333333,2.0,5000.0,TT,1667384448.913257,https://www.transparentneucty.sk/#/ucet/SK8609000000005195037446,miestne,Dunajská Streda,,nezávislý kandidát,TT,zvolený
93,Viktor Wiedermann,0.0,5.0,0.0,-154.75,-154.75,-1.0,-30.95,0.0,-1.0,TN,1667384448.9197178,https://www.transparentneucty.sk/#/ucet/SK7709000000005195214051,miestne,Ilava,,DOBRÁ VOĽBA a Umiernení,TN,zvolený
